Year_Month,Index_1,RANK,NAME,PrevBasho,PrevRank,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,JW,JL,Index_2
198711,19,M4e,Koboyama,9-6,M12w,,,,,,,,,,L,W,,,W,,,,W,X,W,,L,,W,L,L,L,,L,,W,L,L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,19
198711,20,M4w,Maenoshin,4-11,K1e,,,,,,,,,,L,,,W,W,,,L,L,L,X,,,,L,L,,,,W,W,L,W,L,L,,W,,,,,,,,,,,,,,,,,,,,,,,,,20
198711,21,M5e,Dewanohana,3-12,K1w,,,,,,,,,,L,,,,,L,,,L,,,X,W,L,L,,,X,W,W,L,W,L,X,W,W,L,L,,,,,,,,,,,,,,,,,,,,,,,,21
198711,22,M5w,Sasshunada,9-6,M13e,,,,,,,,,,X,X,,,,W,,,W,W,,L,X,,L,,X,W,L,W,X,W,L,L,L,L,L,W,,,,,,,,,,,,,,,,,,,,,,,,22
198711,23,M6e,Tochitsukasa,8-7,M11w,,,,,W,,W,,X,,,,,,,,,,,,W,,X,W,,L,L,,W,L,W,W,W,L,W,W,L,,,,,,,,,,,,,,,,,,,,,,,,23
198711,24,M6w,Fujinoshin,9-6,M13w,X,,X,,,,,,,,,,W,,W,,W,L,L,W,W,W,L,X,,,L,,X,,L,L,L,W,,,W,,,,,,,,,,,,,,,,,,,,,,,,24
198711,25,M7e,Kirinji,5-10,M1e,,,,,,,,,,,,,,,,W,,L,W,W,,,,,X,W,W,W,W,L,L,X,W,W,L,L,L,,,,,,,,,,,,,,,,,,,,,,,,25
198711,26,M7w,Kirishima,8-7,M12e,,,,,,,,,,X,X,,,,,L,,W,W,,,X,W,,L,X,L,L,W,X,L,W,L,L,L,W,W,,,,,,,,,,,,,,,,,,,,,,,,26
198711,27,M8e,Ryogoku,5-10,M2e,,,,,,,,,,W,,,,,,L,L,W,W,,X,L,W,W,L,W,X,W,,W,W,,X,,,W,L,,,,,,,,,,,,,,,,,,,,,,,,27
198711,28,M8w,Ozutsu,4-11,M2w,,,,,,,,,,,,,,,,,W,W,,,L,W,,,L,W,L,X,W,L,L,L,L,,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,28
198711,29,M9e,Takanofuji,3-12,M1w,X,,X,,,,,,,,,,,,,,W,W,W,L,L,L,L,X,L,L,,L,X,W,,W,,,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,29
198711,30,M9w,Terao,6-9,M6e,,,,,,,,,,X,X,,,,,,,W,,L,W,X,W,,W,X,L,W,L,X,W,W,L,W,L,L,L,,,,,,,,,,,,,,,,,,,,,,,,30
198711,31,M10e,Tagaryu,6-9,M6w,,,,,,,,,,,,,,,,,W,X,L,W,L,L,L,W,W,W,L,W,,L,X,L,,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,31
198711,32,M10w,Daitetsu,4-11,M4e,,,,,,,,,,,,,,,,,,L,W,L,W,W,L,W,X,L,,W,L,L,W,X,W,,L,,W,,,,,,,,,,,,,,,,,,,,,,,,32
198711,33,M11e,Sadanoumi,3-12,M3w,,,,,,,,,,,,,,,,,,L,W,W,X,W,L,W,L,W,X,W,,W,,L,X,L,,,,,,,,,,,,,,,,,,,,,,,,,1,2,33
198711,34,M11w,Toryu,6-9,M8e,,,,,,,,X,,,,,,,,,,,W,W,L,W,W,L,L,W,,,,L,L,,W,X,,W,,,,,,,,,,,,,,,,,,,,,,,1,2,34
198711,35,M12e,Kotoinazuma,10-5,J2w,,,,,,,,,,,,,,,,,X,,,,L,W,L,,W,W,,L,L,W,L,W,,,X,L,L,,,,,,,,,,,,,,,,,,,,,,3,,35
198711,36,M12w,Nankairyu,11-4,J4e,,,,,X,,X,,,,,,,,,,,,,L,W,W,L,,W,L,L,L,L,W,,,,L,W,X,,,,,,,,,,,,,,,,,,,,,,,3,,36
198711,37,M13e,Enazakura,9-6,J2e,,,,,,,,,,,,,,,,,,,,,W,L,W,L,W,L,W,L,L,W,,L,,,W,,X,X,,,,,,,,,,,,,,,,,,,,,3,,37
198711,38,M13w,Masurao,1-3-11,M3e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,38
198801,1,Y1e,Chiyonofuji,15-0,Y2eHD,X,X,,,L,W,L,W,L,W,W,W,X,W,W,X,W,W,W,W,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
198801,2,Y1w,Hokutoumi,13-2,Y1e,X,X,,,W,L,L,W,W,W,W,W,X,W,W,X,W,W,W,L,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
198801,3,Y2eHD,Futahaguro,13-2,Y2wHD,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
198801,4,Y2wHD,Onokuni,8-7,Y1w,,,,X,,L,,L,W,W,W,W,L,L,,W,L,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
198801,5,O1e,Asahifuji,11-4,O1w,W,L,,,X,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
198801,6,O1w,Hokutenyu,9-6,O2wHD,L,W,,W,L,X,L,L,W,L,W,W,W,L,,W,W,,,W,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
198801,7,O2eHD,Konishiki,8-7,O1e,W,W,,,L,W,X,X,L,W,W,W,W,W,,W,W,W,,W,,,,,,,,,,,,,,,X,,,W,,,,,,,,,,,,,,,,,,,,,,,7
198801,8,O2wHD,Asashio,8-7,O2eHD,L,L,,W,L,W,X,X,L,L,W,W,,W,W,W,W,,,,,,,,L,,,,,,,,,,X,,,W,,,,,,,,,,,,,,,,,,,,,,,8
198801,9,S1e,Sakahoko,8-7,S1w,W,L,,L,L,L,W,W,X,L,W,W,,L,W,,X,W,,W,,W,X,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
198801,10,S1w,Tochitsukasa,10-5,M6e,L,L,,L,L,W,L,W,W,X,L,W,W,X,L,W,L,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
198801,11,K1e,Ryogoku,10-5,M8e,L,L,,L,L,L,L,L,L,W,X,W,L,,,W,,L,W,,,,,,,X,,,X,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
198801,12,K1w,Kirinji,9-6,M7e,L,L,,L,L,L,L,L,L,L,L,X,W,,W,L,,L,L,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
198801,13,M1e,Fujinoshin,8-7,M6w,X,X,,W,L,L,L,,,L,W,L,X,L,,X,,,W,,W,L,L,,,W,,,L,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
198801,14,M1w,Tochinowaka,5-10,S1e,L,L,,W,L,W,L,L,W,X,,,W,X,,,W,,,W,W,L,,,L,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
198801,15,M2e,Ozutsu,8-7,M8w,L,L,,,L,,,L,L,W,,L,,,X,W,,W,L,,L,,,L,,L,L,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
198801,16,M2w,Takanofuji,8-7,M9e,X,X,,L,L,L,L,L,,L,L,W,X,,L,X,,,L,,W,,L,,,W,,,,,L,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,16
198801,17,M3e,Terao,8-7,M9w,L,L,,W,L,L,L,L,X,W,,,,L,,,X,,,,,,X,,L,,W,,,X,,W,X,,W,,W,W,,,,,,,,,,,,,,,,,,,,,,,17
198801,18,M3w,Tagaryu,8-7,M10e,L,L,,,,,L,,L,L,W,W,,,L,,,X,X,,L,,,L,,W,,W,L,,,L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
198801,19,M4e,Kirinishiki,7-8,M3w,L,L,,,,,,,,,L,W,L,,W,W,,X,X,,L,,,L,,L,,,L,W,,L,,L,,L,,,,,,,,,,,,,,,,,,,,,,,,,19
198801,20,M4w,Hananoumi,6-9,M2w,L,W,,X,,L,L,,L,,,,,L,,,,,,X,W,,,,,,W,W,W,W,L,,L,,,W,W,,,,,,,,,,,,,,,,,,,,,,,,20
198801,21,M5e,Daitetsu,8-7,M10w,,,,,,,,,,,,X,L,L,W,L,,W,W,L,X,,,L,,,W,,,L,,,L,W,L,L,,L,,,,,,,,,,,,,,,,,,,,,,,21
198801,22,M5w,Koboyama,6-9,M4e,,,,,,,,,L,,,,W,W,,,,,,,,X,W,,,W,,W,L,W,W,,L,L,L,W,L,L,,,,,,,,,,,,,,,,,,,,,,,22
198801,23,M6e,Sasshunada,7-8,M5w,,,,,,,,,X,,,,W,,,W,X,,,,,L,X,,L,W,W,L,W,X,W,W,X,L,W,L,W,L,,,,,,,,,,,,,,,,,,,,,,,23
198801,24,M6w,Maenoshin,6-9,M4w,,,,,,,,,,,,,,,W,,,W,W,,W,,,X,L,,L,,L,L,,W,L,L,L,L,L,W,,,,,,,,,,,,,,,,,,,,,,,24
198801,25,M7e,Kotogaume,5-10,M3e,L,W,,,L,,,W,,,,,,W,,,W,,,,,,W,W,X,W,,L,,W,W,,W,X,,,W,W,,,,,,,,,,,,,,,,,,,,,,,25
198801,26,M7w,Dewanohana,6-9,M5e,,,,,,,,,,,X,,L,,W,L,,L,W,,,L,L,,L,X,W,,X,L,L,,,W,,L,L,L,,,,,,,,,,,,,,,,,,,,,,,26
198801,27,M8e,Enazakura,9-6,M13e,,,,,,,,,,,,,,,W,,L,,,L,L,,L,W,,L,X,,W,W,L,,W,W,W,W,L,X,,,,,,,,,,,,,,,,,,,,,,,27
198801,28,M8w,Tamaryu,3-12,K1w,,,,,,,,,,,,,,,,,,L,,L,,L,W,,W,,,X,L,W,L,W,W,L,L,L,L,L,,,,,,,,,,,,,,,,,,,,,,,28
198801,29,M9e,Sadanoumi,8-7,M11e,,,,,,,,,,,X,,W,L,,,,W,W,L,,W,L,W,,X,L,W,X,L,L,,W,,,,L,L,,,,,,,,,,,,,,,,,,,,,,,29
198801,30,M9w,Kirishima,7-8,M7w,,,,,,,,,X,,,,,,,,X,,L,L,W,L,X,W,L,W,L,L,W,X,L,W,X,,,W,W,L,,,,,,,,,,,,,,,,,,,,,,,30
198801,31,M10e,Itai,4-11,M2e,,,,,,,,,,,,,,,,W,,,,W,,L,L,,L,W,W,W,W,W,X,W,L,,,L,L,L,,,,,,,,,,,,,,,,,,,,,,,31
198801,32,M10w,Toryu,8-7,M11w,,,,,,X,,,,,,,W,,L,,L,W,W,,,,L,L,,,,L,,L,L,X,L,W,W,,,,,,,,,,,,,,,,,,,,,,,,2,,32
198801,33,M11e,Jingaku,2-13,K1e,,,,,,,,,X,,L,,,,,,X,W,,W,W,W,X,W,L,,L,L,L,X,W,W,X,,W,,L,,,,,,,,,,,,,,,,,,,,,,,1,33
198801,34,M11w,Kotoinazuma,8-7,M12e,,,,,,,,,,,,,,,,,,,W,,L,W,W,W,X,L,L,W,,,,L,,X,L,W,,,,,,,,,,,,,,,,,,,,,,,,4,34
198801,35,M12e,Nankairyu,8-7,M12w,,,,,,,X,X,,,,,,,,W,L,,,,W,W,L,W,,,L,W,,,,L,L,W,X,,L,,,,,,,,,,,,,,,,,,,,,,2,1,35
198801,36,M12w,Takamisugi,3-12,M1e,,,,,,,,,,,,,,,,,,,W,L,W,L,W,W,,W,L,W,,L,W,,,L,,X,X,,,,,,,,,,,,,,,,,,,,,,2,1,36
198801,37,M13e,Daijuyama,3-12,M1w,,,,,,,,,,,,,,,,,L,,,L,,W,L,W,L,W,W,W,W,L,W,,W,,W,X,X,,,,,,,,,,,,,,,,,,,,,,1,,37
198801,38,M13w,Masurao,0-0-15,M13w,,,,,,,L,L,,,,,,,,,L,,,,W,W,W,L,L,W,X,W,W,W,W,,,,,,,X,,,,,,,,,,,,,,,,,,,,,1,1,38
198803,1,Y1e,Chiyonofuji,12-3,Y1e,X,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
198803,2,Y1w,Hokutoumi,11-4,Y1w,X,X,L,W,W,W,W,W,W,W,W,L,,W,W,W,W,W,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
198803,3,Y2eHD,Onokuni,5-5-5,Y2wHD,,W,X,W,W,W,W,W,W,W,L,X,W,W,W,W,W,L,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,3
198803,4,O1e,Asahifuji,14-1,O1e,,L,L,X,W,W,W,W,L,W,W,W,,W,W,W,W,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
198803,5,O1w,Konishiki,13-2,O2eHD,,L,L,L,X,W,X,W,W,L,W,L,,W,W,L,L,W,,,,W,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,5
198803,6,O2eHD,Hokutenyu,9-6,O1w,,L,L,L,L,X,L,W,L,W,W,W,W,W,W,L,W,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,6
198803,7,O2wHD,Asashio,9-6,O2wHD,,L,L,L,X,W,X,W,L,W,W,L,W,W,L,L,W,W,,,,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,7
198803,8,S1e,Sakahoko,9-6,S1e,,L,L,L,L,L,L,X,W,W,W,L,X,W,W,,X,W,,,W,W,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
198803,9,S1w,Tochinowaka,8-7,M1w,,L,L,W,L,W,W,L,X,L,X,W,L,,,W,W,,,,L,L,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
198803,10,K1e,Kotogaume,12-3,M7e,,L,L,L,W,L,L,L,W,X,W,W,W,,,W,,,,L,,W,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
198803,11,K1w,Tochitsukasa,7-8,S1w,,L,W,L,L,L,L,L,X,L,X,W,W,W,L,W,L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
198803,12,M1e,Hananoumi,8-7,M4w,,W,X,L,W,L,W,W,L,L,L,X,,,,,W,,,,L,,L,L,L,,,,W,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,12
198803,13,M1w,Sasshunada,9-6,M6e,,,L,,,L,L,X,W,L,L,,X,L,L,W,X,,L,,,L,,X,L,,W,L,,,W,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
198803,14,M2e,Koboyama,8-7,M5w,,L,L,L,L,L,L,L,,,L,,W,X,W,,L,,L,,,,,,,W,,,,L,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
198803,15,M2w,Ryogoku,5-10,K1e,,L,L,L,L,L,W,L,,,W,,W,L,X,W,W,L,,L,,,W,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
198803,16,M3e,Enazakura,8-7,M8e,,L,L,L,W,W,W,,L,L,L,,L,,L,X,,,,L,,X,,,,,L,L,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
198803,17,M3w,Terao,7-8,M3e,,L,L,L,W,L,L,X,L,,W,L,X,W,L,,X,L,W,,,,,X,,,W,,,,W,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
198803,18,M4e,Itai,8-7,M10e,,L,W,,L,,L,L,,,W,,,,W,,W,X,W,,,,,L,L,,W,L,L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
198803,19,M4w,Fujinoshin,5-10,M1e,X,X,,,,,,,,,,,W,W,,,L,L,X,,,,,,,,L,L,X,L,W,,,,W,L,W,,,,,,,,,,,,,,,,,,,,,,,,19
198803,20,M5e,Daijuyama,10-5,M13e,,,,L,,,,,,W,,,,,W,W,,,,X,X,,,L,,L,,W,L,W,W,L,W,W,L,W,,,,,,,,,,,,,,,,,,,,,,,,,20
198803,21,M5w,Takamisugi,9-6,M12w,,,,,,,,L,W,,,W,,,,,,,,X,X,L,L,,L,L,L,W,,W,,L,W,W,W,,,W,,,,,,,,,,,,,,,,,,,,,,,21
198803,22,M6e,Masurao,9-6,M13w,,,,,L,,,L,W,L,,,W,,,X,,,,,W,X,W,,,L,,,W,W,,W,W,W,,L,,L,,,,,,,,,,,,,,,,,,,,,,,22
198803,23,M6w,Ozutsu,4-11,M2e,,,,,,,,,,,,W,,,L,,,,,,W,L,X,W,,L,,L,W,W,,L,W,W,L,L,X,L,,,,,,,,,,,,,,,,,,,,,,,23
198803,24,M7e,Jingaku,8-7,M11e,,,,,,,,X,,,,W,X,,,,X,W,,W,,,L,X,,W,L,L,L,W,,X,L,L,W,W,W,L,,,,,,,,,,,,,,,,,,,,,,,24
198803,25,M7w,Kirinji,2-13,K1w,,,,,,,,,,,,W,W,,,,,W,,,W,,,,X,L,W,W,L,L,,W,X,L,W,W,L,W,,,,,,,,,,,,,,,,,,,,,,,25
198803,26,M8e,Nankairyu,8-7,M12e,,,,,X,,X,,L,L,,,,L,,,,,,W,W,W,W,L,W,X,,L,W,,,L,,W,,X,W,W,,,,,,,,,,,,,,,,,,,,,,,26
198803,27,M8w,Tagaryu,4-11,M3w,,,,,,,,,,,,,L,,,W,L,L,W,,W,,,W,L,,X,X,L,,W,,L,L,W,L,L,,,,,,,,,,,,,,,,,,,,,,,,27
198803,28,M9e,Kirinishiki,4-11,M4e,,,,,,,,,,,,,W,,,W,,W,W,L,L,,W,W,L,W,X,X,,L,W,,L,,,L,,L,,,,,,,,,,,,,,,,,,,,,,,28
198803,29,M9w,Takanofuji,3-12,M2w,X,X,,,,,,,,,,L,,,,,,W,X,W,,L,L,W,W,L,W,,X,,,W,,L,,W,,W,,,,,,,,,,,,,,,,,,,,,,,29
198803,30,M10e,Maenoshin,6-9,M6w,,,,,,,,,,,,,,W,,,,W,W,L,L,L,L,L,W,,,W,,X,,L,,L,W,L,,W,,,,,,,,,,,,,,,,,,,,,,,30
198803,31,M10w,Sadanoumi,7-8,M9e,,,,,,,,,,,,,L,L,X,L,L,,L,L,,,,,,,L,L,,,X,L,L,L,L,,L,L,,,,,,,,,,,,,,,,,,,,,,1,31
198803,32,M11e,Kirishima,7-8,M9w,,,,,,,,X,,,,,X,,,,X,,,W,W,L,W,X,L,W,,,L,W,W,X,L,W,,W,,L,,,,,,,,,,,,,,,,,,,,,,2,32
198803,33,M11w,Daitetsu,5-10,M5e,,,,,,,,,,,,,,,,,,,,L,L,L,L,W,X,,W,W,,,W,W,X,L,,L,W,W,,,,,,,,,,,,,,,,,,,,,2,,33
198803,34,M12e,Akinoshima,12-3,J4e,,,,,,,,,,,,,,,,,,,,L,L,L,L,W,W,L,W,,W,W,W,L,W,X,,,,L,,,,,,,,,,,,,,,,,,,,,,1,34
198803,35,M12w,Toryu,7-8,M10w,,,,,,X,,,,,,,,,,,,,L,W,L,,W,L,L,,L,,,L,W,,,,X,L,W,,,,,,,,,,,,,,,,,,,,,,1,3,35
198803,36,M13e,Mitoizumi,10-5,J2w,,,,,X,,X,,,,,,,,,,,,W,L,,W,W,L,L,X,W,W,L,W,,L,W,,W,X,W,,,,,,,,,,,,,,,,,,,,,,,1,36
198803,37,M13w,Onohana,8-7,J1e,,,,,,,,,,,,,,,,,,,L,,,,X,L,W,L,W,,,,W,,L,,L,L,X,L,,,,,,,,,,,,,,,,,,,,,2,3,37
198803,38,M14e,Hananokuni,10-5,J4w,,,X,,,,,,,,,X,,,,,,,,,L,W,W,W,L,L,,W,L,L,W,W,L,W,,,W,X,,,,,,,,,,,,,,,,,,,,,1,,38
198805,1,Y1e,Hokutoumi,13-2,Y1w,X,L,X,L,L,,,W,W,W,L,W,W,W,W,W,W,W,,X,,,W,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
198805,2,Y1w,Onokuni,13-2,Y2eHD,W,X,L,L,L,,,W,W,W,W,L,W,W,W,X,W,,,,W,,,,,W,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
198805,3,Y2eHD,Chiyonofuji,0-0-15,Y1e,X,W,X,W,W,,,W,L,W,W,W,W,W,W,W,W,,W,X,W,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
198805,4,O1e,Asahifuji,12-3,O1e,W,W,L,X,W,,,W,W,L,W,W,,W,W,W,W,,,,W,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
198805,5,O1w,Konishiki,8-7,O1w,W,W,L,L,X,,X,W,W,L,L,L,W,W,X,W,L,L,,W,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
198805,6,O2eHD,Hokutenyu,8-7,O2eHD,,,,,,X,,L,L,W,L,,,,L,W,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
198805,7,O2wHD,Asashio,8-7,O2wHD,,,,,X,,X,L,L,,,,,,X,,,W,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
198805,8,S1e,Sakahoko,8-7,S1e,L,L,L,L,L,W,W,X,W,L,W,W,,W,,W,X,,,,L,,X,X,,W,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
198805,9,S1w,Kotogaume,8-7,K1e,L,L,W,L,L,W,W,L,X,L,W,W,W,,W,L,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
198805,10,K1e,Tochinowaka,7-8,S1w,L,L,L,W,W,L,,W,W,X,L,L,W,,W,W,,X,,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
198805,11,K1w,Daijuyama,9-6,M5e,W,L,L,L,W,W,,L,L,W,X,W,,X,W,,,W,,,L,,L,,,W,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,11
198805,12,M1e,Kirinji,10-5,M7w,L,W,L,L,W,,,L,L,W,L,X,,,W,L,W,L,W,L,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
198805,13,M1w,Masurao,9-6,M6e,L,L,L,,L,,,,L,L,,,X,W,,,,,W,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
198805,14,M2e,Takamisugi,8-7,M5w,L,L,L,L,L,,,L,,,X,,L,X,,,L,W,L,,,W,L,L,,,L,,,,,,,W,,,X,,,,,,,,,,,,,,,,,,,,,,,,14
198805,15,M2w,Nankairyu,9-6,M8e,L,L,L,L,X,W,X,,L,L,L,L,,,X,W,L,W,,,,,,W,,X,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
198805,16,M3e,Hananoumi,6-9,M1e,L,X,L,L,L,L,,L,W,L,,W,,,L,X,,W,W,,,,,,,W,W,X,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
198805,17,M3w,Jingaku,8-7,M7e,L,L,L,L,W,W,,X,L,,,L,,W,W,,X,,,W,,L,X,X,,,,W,L,X,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
198805,18,M4e,Tochitsukasa,5-10,K1w,L,,,,W,,L,,,X,L,W,,L,L,L,,X,,,,W,,L,,,W,L,W,L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
198805,19,M4w,Kirinishiki,8-7,M9e,,,L,,,,,,,,,L,L,W,,L,,,X,L,,W,L,L,,,W,,W,L,L,W,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,19
198805,20,M5e,Takanofuji,8-5-2,M9w,X,,X,,L,,,,,L,,W,,,,,L,,W,X,,,,,,L,,,X,L,L,L,W,W,W,W,L,W,,,,,,,,,,,,,,,,,,,,,,,20
198805,21,M5w,Ryogoku,6-9,M2w,,L,L,L,,,,W,,L,W,,,,,,,,,,X,W,L,,W,,,L,W,W,,L,W,,,,W,,,,,,,,,,,,,,,,,,,,,,,,21
198805,22,M6e,Daitetsu,9-6,M11w,,,,,,,,,,,,X,,L,,,W,L,L,,L,X,,L,,,,W,L,L,L,,W,W,W,L,,L,,,,,,,,,,,,,,,,,,,,,,,22
198805,23,M6w,Terao,6-9,M3w,L,,,,,,,X,,,W,,,W,,,X,,W,,W,,X,X,L,L,,W,W,X,L,L,L,,W,W,L,,,,,,,,,,,,,,,,,,,,,,,,23
198805,24,M7e,Kirishima,8-7,M11e,,,,,,,,X,,,,,,W,L,,X,W,W,,,W,X,X,L,L,,,,X,L,L,L,W,W,L,W,L,,,,,,,,,,,,,,,,,,,,,,,24
198805,25,M7w,Itai,6-9,M4e,,,,,,,,,,,,,,,,,,,,,L,,W,W,X,W,L,W,L,W,L,W,L,W,L,W,L,,,,,,,,,,,,,,,,,,,,,,,,25
198805,26,M8e,Mitoizumi,9-6,M13e,,L,,W,X,,X,L,,,L,,,,X,L,,,,W,,,W,W,L,X,W,,,,L,,W,W,W,,,W,,,,,,,,,,,,,,,,,,,,,,,26
198805,27,M8w,Ozutsu,7-8,M6w,,,,,,,,,,,,,,W,L,L,,L,L,,,,,,W,L,X,L,L,W,,,W,W,,W,W,L,,,,,,,,,,,,,,,,,,,,,,,27
198805,28,M9e,Hananokuni,9-6,M14e,,X,,,,,,,,,,,,,L,X,L,W,,,W,L,L,,L,,W,X,W,L,,W,,W,W,,L,W,,,,,,,,,,,,,,,,,,,,,,,28
198805,29,M9w,Fujinoshin,5-6-4,M4w,X,,X,,,,,,,,,,,,,,W,L,L,X,L,W,L,,W,,W,L,X,W,,W,,,W,L,L,L,,,,,,,,,,,,,,,,,,,,,,,29
198805,30,M10e,Sasshunada,4-11,M1w,,,,,,,,X,,,,,,,,,X,W,W,W,L,W,X,X,L,,L,W,L,X,W,W,L,L,W,,L,,,,,,,,,,,,,,,,,,,,,,,,30
198805,31,M10w,Wakasegawa,13-2,J1w,,,,,,,,,,,,,,,,,,W,W,W,,W,W,W,W,W,,,,L,X,L,L,,L,W,L,L,,,,,,,,,,,,,,,,,,,,,,,31
198805,32,M11e,Koboyama,4-11,M2e,,,,,,,,,,,,,,,,,,,L,W,W,,W,W,L,,,L,L,L,W,X,L,W,L,,W,W,,,,,,,,,,,,,,,,,,,,,,,32
198805,33,M11w,Enazakura,4-11,M3e,,,,,,,,,,,,,X,,,L,W,,,L,L,L,W,W,W,L,L,,,W,W,W,X,W,,,,L,,,,,,,,,,,,,,,,,,,,,,,33
198805,34,M12e,Maenoshin,7-8,M10e,,,,,,,,,,,,,,L,,,,,,L,,L,,L,L,L,L,L,,W,,L,L,X,L,,,,,,,,,,,,,,,,,,,,,,,,,3,34
198805,35,M12w,Tagaryu,6-9,M8w,,,,,,,,,,,,,,,,,,,X,L,,L,L,L,W,L,,L,L,L,W,W,,W,X,W,,L,,,,,,,,,,,,,,,,,,,,,,1,35
198805,36,M13e,Kurama,11-4,J4e,,,,,,,,,,,,,,,,,,,,L,,W,L,W,L,,L,,W,,L,,,,L,X,W,L,,,,,,,,,,,,,,,,,,,,,2,2,36
198805,37,M13w,Misugisato,10-5,J2e,,,,,,,,,,,X,,,X,,,,,,W,L,,W,L,W,,L,W,W,W,W,L,,,,L,X,W,,,,,,,,,,,,,,,,,,,,,1,1,37
198805,38,M14e,Tamaryu,8-7,J1e,,,,,,,,,,,,,,,,,,,,L,,W,,W,,L,W,L,W,,W,L,W,,W,W,L,X,,,,,,,,,,,,,,,,,,,,,,2,38
