Year_Month,Index_1,RANK,NAME,PrevBasho,PrevRank,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,JW,JL,Index_2
177003,1,O1e,Azumagamori,1-0-7,O1e,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
177003,2,O1w,Dategaseki,0-1-7,O1w,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
177003,3,S1e,Izumigawa,3-2-2-1d,K1e,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
177003,4,S1w,Sekinoto,5-1-1-1d,S1w,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
177003,5,K1e,Arataki,0-0-8,M3e,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
177003,6,K1w,Tomozuna,6-1-1,K1w,,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
177003,7,M1e,Matsuragawa,0-4-4a,J2e,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
177003,8,M1w,Tamagaki,0-2-6,M2w,,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
177003,9,M2e,Irisayama,2-5-1o,J3e,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
177003,10,M2w,Todagawa,0-0,J30,,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
177003,11,M3e,Sotogahama,0-0,J30,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
177003,12,M3w,Oeshima,4-2-1a,J4w,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
178903,1,O1e,Tsukushigata,1-1-8,O1e,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
178903,2,O1w,Kumonryu,5-0-5,O1w,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
178903,3,S1e,Onogawa,7-1-1-1a,S1e,,,X,,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
178903,4,S1w,Tanikaze,7-0-1-1d-1a,S1w,,,,X,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
178903,5,K1e,Washigahama,4-2-1-2d-1o,K1e,,,X,,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
178903,6,K1w,Kashiwado,8-0-1d-1o,K1w,,,,X,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
178903,7,M1e,Kimenzan,5-2-1d-2o,M1e,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
178903,8,M1w,Miyagino,0-0-10,M1w,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
178903,9,M2e,Fudenoumi,3-3-1-1d-2o,M2e,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
178903,10,M2w,Sekinoto,6-0-1a-3o,M2w,,,,X,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
178903,11,M3e,Yatsugamine,1-2-5-1d-1a,M3e,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
178903,12,M3w,Koshinoto,6-1-2-1d,M5w,,,,X,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
178903,13,M4e,Izumigawa,1-2-6-1o,M4e,,,X,,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
178903,14,M4w,Musashino,4-3-1-1a-1o,M4w,,,X,,X,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
178903,15,M5e,Seimizan,0-0-10,M5e,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
178903,16,M5w,Mikuniyama,0-3-5-2o,M3w,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
178911,1,O1e,Kumonryu,4-1-5,O1w,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
178911,2,O1w,Tsukushigata,0-1-9,O1e,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
178911,3,S1e,Onogawa,10-0,S1e,,,X,,X,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
178911,4,S1w,Tanikaze,7-1-1-1d,S1w,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
178911,5,K1e,Washigahama,5-2-3,K1e,,,X,,X,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
178911,6,K1w,Miyagino,2-5-1-2o,M1w,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
178911,7,M1e,Kimenzan,7-1-1-1d,M1e,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
178911,8,M1w,Koshinoto,4-2-3-1a,M3w,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
178911,9,M2e,Takenawa,2-2-2-2d-1a-1o,M2e,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
178911,10,M2w,Sekinoto,2-1-6-1a,M2w,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
178911,11,M3e,Yatsugamine,1-2-3-2d-1a-1o,M3e,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
178911,12,M3w,Todagawa,3-4-2-1o,M4w,,,X,,X,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
178911,13,M4e,Izumigawa,1-2-3-1d-2a-1o,M4e,,,X,,X,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
178911,14,M4w,Dewanoumi,4-3-1d-2a,J1w,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
178911,15,M5e,Seimizan,4-1-5,M5e,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
178911,16,M5w,Dewagaseki,1-5-1o,J2w,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
180803,1,O1e,Kashiwado,7-1-2o,S1e,X,,,,,,,X,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
180803,2,O1w,Raiden,8-0-1a-1o,O1w,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
180803,3,S1e,Kimenzan,5-2-1-1d-1o,K1e,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
180803,4,S1w,Tamagaki,8-1-1o,S1w,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
180803,5,K1e,Arauma,7-2-1d,M1e,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
180803,6,K1w,Sekinoto,5-2-3,K1w,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
180803,7,M1e,Hiodoshi,8-1-1a,M2e,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
180803,8,M1w,Kasugayama,5-2-1-2o,M1w,X,,,,,,,X,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
180803,9,M2e,Kagamiiwa,5-2-3o,M3e,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
180803,10,M2w,Manazuru,4-3-1-2o,M3w,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
180803,11,M3e,Ageha,4-4-2o,M4e,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
180803,12,M3w,Kakehashi,6-3-1,M4w,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
180803,13,M4e,Yotsuguruma,5-5,M5e,X,,,,,,,X,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
180803,14,M4w,Yamaoroshi,2-2-6,M2w,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
180803,15,M5e,Otowayama,2-4-3-1d,M5w,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
180803,16,M5w,Kizahashi,5-3-1-1d,M7w,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
180803,17,M6e,Takinooto,3-6-1d,M8e,X,,,,,,,X,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
180803,18,M6w,Itogahama,5-4-1a,M8w,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
180803,19,M7e,Yuzuruha,0-0-10,M6e,,,,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
180803,20,M7w,Hiraiwa,5-3-1d,J1w,,,,,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
180902,1,O1e,Kashiwado,9-1,O1e,X,,,,,,,,,X,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
180902,2,O1w,Raiden,9-1,O1w,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
180902,3,S1e,Kimenzan,7-3,S1e,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
180902,4,S1w,Tamagaki,7-2-1d,S1w,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
180902,5,K1e,Omisaki,0-0-10,K1e,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
180902,6,K1w,Todagawa,0-0-10,K1w,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
180902,7,M1e,Hiodoshi,7-1-1-1d,M2e,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
180902,8,M1w,Sekinoto,7-2-1,M1w,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
180902,9,M2e,Arauma,7-1-1d-1a,M1e,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
180902,10,M2w,Kasugayama,6-2-1d-1a,M2w,X,,,,,,,,,X,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
180902,11,M3e,Kagamiiwa,5-3-2,M3e,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
180902,12,M3w,Hidenoyama,1-1-7-1o,M7wOB,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
180902,13,M4e,Ageha,5-2-1-1d-1o,M4e,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
180902,14,M4w,Manazuru,5-3-1-1d,M3w,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
180902,15,M5e,Yotsuguruma,1-3-6,M5e,X,,,,,,,,,X,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
180902,16,M5w,Kakehashi,4-2-3-1o,M4w,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
180902,17,M6e,Otowayama,2-4-4,M6e,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
180902,18,M6w,Odamaki,4-4-1-1d,M5w,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
180902,19,M7e,Takinooto,2-4-2-2o,M7e,X,,,,,,,,,X,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
180902,20,M7w,Hiraiwa,0-0-10,M6w,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
181102,1,O1e,Kashiwado,6-2-1-1d,O1e,X,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
181102,2,O1w,Raiden,7-1-1-1d,O1w,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
181102,3,S1e,Kimenzan,6-2-1-1d,S1e,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
181102,4,S1w,Tamagaki,6-2-1-1o,S1w,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
181102,5,K1e,Omisaki,7-2-1a,K1e,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
181102,6,K1w,Kuwanoyumi,3-5-2,K1w,X,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
181102,7,M1e,Hiodoshi,6-2-1-1d,M2e,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
181102,8,M1w,Manazuru,5-3-1-1o,M1w,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
181102,9,M2e,Edogasaki,7-2-1,M1e,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
181102,10,M2w,Kakehashi,0-4-6,M3w,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
181102,11,M3e,Kagamiiwa,6-3-1o,M3e,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
181102,12,M3w,Nishikigi,5-1-2d-1a-1o,M5w,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
181102,13,M4e,Ageha,5-3-1-1o,M4e,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
181102,14,M4w,Odamaki,5-5,M4w,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
181102,15,M5e,Tatsugami,6-2-1d-1a,M5e,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
181102,16,M5w,Kasugayama,5-2-1-1d-1a,M2w,X,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
181102,17,M6e,Otowayama,6-4,M6e,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
181102,18,M6w,Koshinoumi,6-2-1-1o,M6w,,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
181102,19,M7e,Hidenoyama,3-3-4,M7e,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
181102,20,M7w,Todagawa,3-6-1d,M7w,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
181102,21,M8e,Itadaki,5-3-2o,J1e,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
181102,22,M8w,Onaruto,4-4,J1w,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
181301,1,O1e,Kimenzan,4-2-3-1d,S1e,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
181301,2,O1w,Shirakawa,4-3-1-1d-1o,S1w,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
181301,3,S1e,Omisaki,6-2-1-1o,K1e,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
181301,4,S1w,Manazuru,5-2-2-1d,K1w,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
181301,5,K1e,Hiodoshi,5-2-1-2d,M1e,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
181301,6,K1w,Nishikigi,5-1-2-2d,M1w,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
181301,7,M1e,Kashiwado,7-2-1d,M4e,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
181301,8,M1w,Koshinoumi,6-2-2d,M4w,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
181301,9,M2e,Onaruto,6-2-2,M5w,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
181301,10,M2w,Kasugayama,4-3-1-1d-1o,M3w,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
181301,11,M3e,Chigusayama,1-7-1-1o,M6e,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
181301,12,M3w,Onogataki,2-1-7,O1w,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
181301,13,M4e,Ikazuchi,3-2-5,M7e,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
181301,14,M4w,Narutaki,5-4-1d,M7w,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
181301,15,M5e,Ryumon,5-3-1d,J1w,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
181301,16,M5w,Todagawa,4-6,M6w,,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
182401,1,O1e,Kashiwado,5-3-1-1o,O1e,X,,,,,,,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
182401,2,O1w,Tamagaki,4-2-3-1o,O1w,,X,,,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
182401,3,S1e,Genjiyama,0-0-10,S1e,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
182401,4,S1w,Iwamigata,2-2-2-1d-1a-2o,S1w,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
182401,5,K1e,Arauma,5-2-1-1d-1a,K1e,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
182401,6,K1w,Yotsugamine,7-2-1,K1w,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
182401,7,M1e,Otowayama,4-2-2-1d-1o,M1w,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
182401,8,M1w,Chitosegawa,4-2-2-1a-1o,M2w,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
182401,9,M2e,Koyanagi,7-2-1d,M2e,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
182401,10,M2w,Minoshima,4-3-1-1d-1a,M3w,,X,,,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
182401,11,M3e,Oyama,2-3-1-1d-1a-2o,M4e,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
182401,12,M3w,Takasago,4-3-2-1d,M7w,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
182401,13,M4e,Tamagawa,3-4-3,M4w,X,,,,,,,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
182401,14,M4w,Koshinoumi,3-4-3,M5e,,X,,,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
182401,15,M5e,Chitoseyama,0-0-10,M6e,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
182401,16,M5w,Todagawa,2-5-3,M5w,,X,,,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
182401,17,M6e,Yotsuguruma,2-4-1d-1o,J1e,X,,,,,,,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17
182401,18,M6w,Kakehashi,5-1-1d,J1w,,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
182401,19,M7e,Aratama,2-5-2a,J2e,X,,,,,,,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19
182401,20,M7w,Koshinoto,2-3-4-1a,M6w,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
182410,1,O1e,Kashiwado,0-0-10,O1e,X,,,,,,,,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
182410,2,O1w,Yotsugamine,5-2-3,K1w,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
182410,3,S1e,Genjiyama,2-5-2-1d,S1e,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
182410,4,S1w,Chitosegawa,7-1-2,M1w,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
182410,5,K1e,Koyanagi,8-1-1,M2e,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
182410,6,K1w,Otowayama,0-6-4,M1e,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
182410,7,M1e,Arauma,0-0-10,K1e,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
182410,8,M1w,Takasago,6-1-3,M3w,,,,,,,,X,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
